sub_id,age,sex,race_ethn,education,income,no_in_household,marital_status,income_adj,minoritized,tone,style,context,actual_rating
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,formal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,formal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,formal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,informal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,informal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,informal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,value_affirmation,informal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,formal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,formal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,formal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,formal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,informal,high_inc,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,informal,high_dec,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,informal,low_inc,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,norms,informal,low_dec,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,formal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,formal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,formal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,formal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,informal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,informal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,informal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,acknowledging,informal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,formal,high_inc,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,formal,high_dec,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,formal,low_inc,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,formal,low_dec,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,informal,high_inc,5
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,informal,high_dec,5
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,informal,low_inc,5
12,34,Female,White,HS,125000,1,Married,125000.0,False,self_efficacy,informal,low_dec,5
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,formal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,formal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,formal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,formal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,informal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,informal,high_dec,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,informal,low_inc,6
12,34,Female,White,HS,125000,1,Married,125000.0,False,caring_supportive,informal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,formal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,formal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,formal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,formal,low_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,informal,high_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,informal,high_dec,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,informal,low_inc,7
12,34,Female,White,HS,125000,1,Married,125000.0,False,legitimizing,informal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,formal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,formal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,formal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,formal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,informal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,informal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,informal,low_inc,6
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,value_affirmation,informal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,formal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,formal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,formal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,formal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,informal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,informal,high_dec,6
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,informal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,norms,informal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,formal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,formal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,formal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,formal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,informal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,informal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,informal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,acknowledging,informal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,formal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,formal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,formal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,formal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,informal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,informal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,informal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,self_efficacy,informal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,formal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,formal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,formal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,formal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,informal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,informal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,informal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,caring_supportive,informal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,formal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,formal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,formal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,formal,low_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,informal,high_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,informal,high_dec,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,informal,low_inc,7
13,43,Female,Asian,Graduate,70000,3,Divorced,23333.333333333332,True,legitimizing,informal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,formal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,formal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,formal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,formal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,informal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,informal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,informal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,value_affirmation,informal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,formal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,formal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,formal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,formal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,informal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,informal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,informal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,norms,informal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,formal,high_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,formal,high_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,formal,low_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,formal,low_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,informal,high_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,informal,high_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,informal,low_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,acknowledging,informal,low_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,formal,high_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,formal,high_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,formal,low_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,formal,low_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,informal,high_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,informal,high_dec,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,informal,low_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,self_efficacy,informal,low_dec,5
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,formal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,formal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,formal,low_inc,6
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,formal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,informal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,informal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,informal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,caring_supportive,informal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,formal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,formal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,formal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,formal,low_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,informal,high_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,informal,high_dec,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,informal,low_inc,7
14,17,Male,Other,HS,95000,3,Divorced,31666.666666666668,True,legitimizing,informal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,formal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,formal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,formal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,formal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,informal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,informal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,informal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,value_affirmation,informal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,formal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,formal,high_dec,6
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,formal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,formal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,informal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,informal,high_dec,6
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,informal,low_inc,6
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,norms,informal,low_dec,6
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,formal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,formal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,formal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,formal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,informal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,informal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,informal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,acknowledging,informal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,formal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,formal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,formal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,formal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,informal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,informal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,informal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,self_efficacy,informal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,formal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,formal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,formal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,formal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,informal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,informal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,informal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,caring_supportive,informal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,formal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,formal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,formal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,formal,low_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,informal,high_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,informal,high_dec,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,informal,low_inc,7
15,19,Male,Asian,Some College,95000,3,Married,31666.666666666668,True,legitimizing,informal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,formal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,formal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,formal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,formal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,informal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,informal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,informal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,value_affirmation,informal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,formal,high_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,formal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,formal,low_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,formal,low_dec,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,informal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,informal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,informal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,norms,informal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,formal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,formal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,formal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,formal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,informal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,informal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,informal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,acknowledging,informal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,formal,high_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,formal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,formal,low_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,formal,low_dec,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,informal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,informal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,informal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,self_efficacy,informal,low_dec,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,formal,high_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,formal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,formal,low_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,formal,low_dec,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,informal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,informal,high_dec,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,informal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,caring_supportive,informal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,formal,high_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,formal,high_dec,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,formal,low_inc,6
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,formal,low_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,informal,high_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,informal,high_dec,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,informal,low_inc,7
16,33,Male,Other,HS,20000,4,Single,5000.0,True,legitimizing,informal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,formal,high_inc,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,formal,high_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,formal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,formal,low_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,informal,high_inc,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,informal,high_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,informal,low_inc,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,value_affirmation,informal,low_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,formal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,formal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,formal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,formal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,informal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,informal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,informal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,norms,informal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,formal,high_inc,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,formal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,formal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,formal,low_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,informal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,informal,high_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,informal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,acknowledging,informal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,formal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,formal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,formal,low_inc,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,formal,low_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,informal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,informal,high_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,informal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,self_efficacy,informal,low_dec,6
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,formal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,formal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,formal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,formal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,informal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,informal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,informal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,caring_supportive,informal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,formal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,formal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,formal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,formal,low_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,informal,high_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,informal,high_dec,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,informal,low_inc,7
17,28,Male,Other,Some College,60000,6,Married,10000.0,True,legitimizing,informal,low_dec,7
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,formal,high_inc,6
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,formal,high_dec,6
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,formal,low_inc,6
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,formal,low_dec,7
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,informal,high_inc,6
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,informal,high_dec,7
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,informal,low_inc,6
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,value_affirmation,informal,low_dec,7
18,44,Female,Hispanic,Graduate,150000,1,Single,150000.0,True,norms,formal,high_inc,6
