sub_id,age,sex,race_ethn,education,income,no_in_household,marital_status,income_adj,minoritized,type,identifier,rating
43,39,Female,White,HS,130000,1,Single,130000.0,False,tone,value_affirmation,6
43,39,Female,White,HS,130000,1,Single,130000.0,False,tone,norms,4
43,39,Female,White,HS,130000,1,Single,130000.0,False,tone,acknowledging,5
43,39,Female,White,HS,130000,1,Single,130000.0,False,tone,self_efficacy,4
43,39,Female,White,HS,130000,1,Single,130000.0,False,tone,caring_supportive,5
43,39,Female,White,HS,130000,1,Single,130000.0,False,tone,legitimizing,5
43,39,Female,White,HS,130000,1,Single,130000.0,False,style,formal,4
43,39,Female,White,HS,130000,1,Single,130000.0,False,style,informal,5
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,tone,value_affirmation,6
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,tone,norms,5
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,tone,acknowledging,6
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,tone,self_efficacy,4
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,tone,caring_supportive,6
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,tone,legitimizing,7
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,style,formal,3
44,36,Female,Asian,Graduate,65000,6,Single,10833.333333333334,True,style,informal,5
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,tone,value_affirmation,6
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,tone,norms,5
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,tone,acknowledging,5
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,tone,self_efficacy,4
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,tone,caring_supportive,5
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,tone,legitimizing,5
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,style,formal,6
45,22,Male,Other,Some College,30000,5,Divorced,6000.0,True,style,informal,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,tone,value_affirmation,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,tone,norms,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,tone,acknowledging,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,tone,self_efficacy,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,tone,caring_supportive,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,tone,legitimizing,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,style,formal,5
46,31,Male,White,Graduate,50000,4,Single,12500.0,False,style,informal,7
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,tone,value_affirmation,6
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,tone,norms,5
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,tone,acknowledging,6
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,tone,self_efficacy,5
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,tone,caring_supportive,3
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,tone,legitimizing,4
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,style,formal,3
47,34,Male,Hispanic,Some College,95000,3,Divorced,31666.666666666668,True,style,informal,5
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,tone,value_affirmation,5
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,tone,norms,7
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,tone,acknowledging,5
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,tone,self_efficacy,5
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,tone,caring_supportive,6
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,tone,legitimizing,3
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,style,formal,5
48,53,Male,Hispanic,Graduate,145000,1,Married,145000.0,True,style,informal,6
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,tone,value_affirmation,4
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,tone,norms,6
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,tone,acknowledging,5
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,tone,self_efficacy,5
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,tone,caring_supportive,6
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,tone,legitimizing,7
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,style,formal,5
49,44,Male,White,Bachelor,95000,1,Single,95000.0,False,style,informal,5
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,tone,value_affirmation,5
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,tone,norms,4
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,tone,acknowledging,6
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,tone,self_efficacy,4
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,tone,caring_supportive,5
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,tone,legitimizing,5
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,style,formal,5
50,19,Male,Other,Graduate,140000,4,Married,35000.0,True,style,informal,5
